line,ref_kind,direct_method,path_expression,tail
4756,db.ref,update,DB_PATH,".update(u),30000,'ZERO_COST_IMAGE_OPT_TIMEOUT');       await db.ref(DB_PATH+'/global/systemMeta').update({lastZeroCostImageOptimizeAt:sjNowI"
4757,db.ref,update,DB_PATH+'/global/systemMeta',".update({lastZeroCostImageOptimizeAt:sjNowIso(),lastZeroCostImageOptimizeBy:currentLoginId,lastZeroCostImageOptimizeCount:done,beforeKB,afte"
5017,db.ref,once,DB_PATH+'/'+k,".once('value'),2800,'INSIGHT_DAY_TIMEOUT');return[k,snap.exists()?snap.val():null]}catch(e){return[k,null]}})),shifts={};rows.forEach(([k,v]"
5707,db.ref,,DB_PATH+'/global/transactionReservations/'+txId,",verify=async(ms=3500)=>{let s=await sjTimeout(ref.once('value'),ms,'TX_JOURNAL_VERIFY_TIMEOUT').catch(()=>null);return !!(s&&s.exists()&&St"
5996,db.ref,,PATH+(p?'/'+p:''),} function uid(){try{return firebase.auth().currentUser&&firebase.auth().currentUser.uid||currentLoginId||''}catch(_){return currentLoginId|
6045,db.ref,transaction,DB_PATH+'/global/inventory/'+c.id,".transaction(function(cur){return n(cur)+q})}catch(e){await wref.transaction(function(cur){return n(cur)+q});throw e}}var t=Date.now(),u={},"
6049,db.ref,set,DB_PATH+'/global/inventory/'+c.id,".set(actual)}var delta=actual-before,id=movementId();await invRef('movements/'+id).set({id:id,itemType:c.type,itemId:c.id,itemName:c.name,ty"
6076,db.ref,,DB_PATH+'/'+shift+'/tx/'+txId,",txSn=await txRef.once('value'),tx=txSn.val()||{};if(tx.inventorySalesNormalized===true)return;var source=(cartSnapshot&&cartSnapshot.length"
6076,db.ref,transaction,DB_PATH+'/'+shift+'/sd/'+vid,".transaction(function(cur){if(!cur)return cur;return n(cur.q)<=0?null:cur})}catch(_){}}} async function commitRecipeReservation(res,txId,shi"
6076,db.ref,update,DB_PATH,.update(u)}catch(e){var verify=await txRef.child('inventorySalesNormalized').once('value').catch(function(){return null});if(!(verify&&verif
6077,db.ref,update,DB_PATH,".update(rootUpdates);await normalizeCommittedRecipeSale(txId,shift,cartSnapshot)}catch(e){var committed=false;try{committed=String((await in"
6078,db.ref,,DB_PATH+'/'+shift+'/tx/'+txId+'/inventoryRecipeVoidRestoreState',",claim=await stateRef.transaction(function(cur){if(cur&&cur.status==='DONE')return;if(cur&&cur.status==='CLAIMED'&&now-n(cur.ts)<120000)retu"
6079,db.ref,once,DB_PATH+'/'+activeDate+'/tx',".once('value'),txs=sn.val()||{};for(var txId of Object.keys(txs)){var t=txs[txId]||{};if(Array.isArray(t.inventoryRecipeItems)&&t.inventoryR"
6080,db.ref,,DB_PATH+'/'+activeDate+'/tx',";txLifecycleRef.on('child_changed',function(sn){var t=sn.val()||{},id=sn.key;if(Array.isArray(t.inventoryRecipeItems)&&t.inventoryRecipeItem"
6082,db.ref,once,DB_PATH+'/'+shift+'/tx',".once('value')).val()||{},cand=Object.keys(after).filter(function(k){if(Object.prototype.hasOwnProperty.call(before,k))return false;var t=af"
6082,db.ref,once,DB_PATH+'/'+shift+'/tx',".once('value')).val()||{},exists=Object.keys(after2).some(function(k){return !Object.prototype.hasOwnProperty.call(before,k)&&n(after2[k].to"
6082,db.ref,once,DB_PATH+'/'+shift+'/tx',".once('value')).val()||{};res=await reserveRecipeConsumption(snapshot);var v=await BASE_PROCESS.apply(this,arguments),after=(await db.ref(DB"
6083,db.ref,once,DB_PATH+'/'+activeDate+'/tx',".once('value'),txs=sn.val()||{};for(var txId of Object.keys(txs)){var t=txs[txId]||{},cons=obj(t.inventoryRecipeConsumption);if(String(t.sta"
6083,db.ref,set,DB_PATH+'/'+activeDate+'/tx/'+txId+'/inventoryRecipeVoidRestoreState',".set({status:'DONE',ts:Date.now(),by:currentLoginId,at:sjNowIso()})}catch(e){await db.ref(DB_PATH+'/'+activeDate+'/tx/'+txId+'/inventoryReci"
6083,db.ref,set,DB_PATH+'/'+activeDate+'/tx/'+txId+'/inventoryRecipeVoidRestoreState',".set({status:'ERROR',ts:Date.now(),by:currentLoginId,at:sjNowIso(),message:String(e.message||e)});sjSaveError('INVENTORY_VOID_RESTORE',e)}}}"
6083,db.ref,transaction,DB_PATH+'/'+activeDate+'/tx/'+txId+'/inventoryRecipeVoidRestoreState',.transaction(function(cur){if(cur&&cur.status==='DONE')return;if(cur&&cur.status==='CLAIMED'&&now-n(cur.ts)<120000)return;return{status:'CLA
6244,db.ref,,DB_PATH+'/'+path,} function qrisRef(path){return db.ref(QRIS_DB_PATH+'/'+path)} function fmtAmount(a){try{return fmt(Number(a)||0)}catch(_){return 'Rp '+Stri
6245,db.ref,,QRIS_DB_PATH+'/'+path,} function fmtAmount(a){try{return fmt(Number(a)||0)}catch(_){return 'Rp '+String(a||0)}} function safeText(v){return typeof sjEsc==='functi
6245,qrisRef,,path,{return db.ref(QRIS_DB_PATH+'/'+path)} function fmtAmount(a){try{return fmt(Number(a)||0)}catch(_){return 'Rp '+String(a||0)}} function safe
6258,qrisRef,transaction,'events/'+eventId,.transaction(function(cur){return cur||row});if(tr.committed||tr.snapshot&&tr.snapshot.exists()){events[eventId]=tr.snapshot.val()||row;retu
6262,qrisRef,update,'inboxState/'+uid+'/'+eventId,".update(patch);var local=Object.assign({},inboxState[eventId]||{});Object.keys(patch).forEach(function(k){var v=patch[k];local[k]=v&&v['.sv'"
6290,qrisRef,transaction,'pending/'+p.pendingId,.transaction(function(cur){       if(!cur||String(cur.cashierId||'')!==String(currentLoginId||''))return;       if((String(cur.status)!=='WA
6361,qrisRef,update,'pending/'+existing.pendingId,".update({status:'CANCELLED',cancelledAt:firebase.database.ServerValue.TIMESTAMP,cancelledBy:currentUid()})}catch(_){}       }else throw new "
6368,qrisRef,set,'pending/'+id,.set(row);activePendingId=id;pendingRows[id]=row;return row; }  async function startWaiting(){   try{     await ensureWaitingPending();     
6479,qrisRef,transaction,'pending/'+p.pendingId,.transaction(function(cur){if(!cur||String(cur.cashierId||'')!==String(currentLoginId||'')||cur.providerTransactionId)return;if(String(cur.s
6495,qrisRef,update,'pending/'+p.pendingId,".update({status:'MANUAL_FALLBACK',manualFallbackAt:firebase.database.ServerValue.TIMESTAMP});p.status='MANUAL_FALLBACK'}catch(_){ }   }   cl"
6512,qrisRef,transaction,'pending/'+pendingId,.transaction(function(cur){       if(!cur||String(cur.cashierId||'')!==String(currentLoginId||'')||String(cur.status)!=='WAITING_QRIS'||cur.
6517,qrisRef,transaction,'signals/'+providerId,.transaction(function(cur){       if(!cur||cur.matchedTransactionId||String(cur.status)==='CONFIRMED'||!Core.eligibleSignalStatus(cur.status
6522,qrisRef,transaction,'pending/'+pendingId,.transaction(function(cur){if(!cur||String(cur.providerTransactionId)!==providerId||String(cur.status)!=='MATCHED'||cur.finalizedTransaction
6537,qrisRef,transaction,'pending/'+globalMatch.pendingId,.transaction(function(cur){if(!cur||String(cur.cashierId||'')!==String(currentLoginId||'')||String(cur.status)!=='WAITING_QRIS'||cur.provide
6539,qrisRef,transaction,'signals/'+id,.transaction(function(cur){if(!cur||cur.matchedTransactionId||String(cur.status)==='CONFIRMED'||!Core.eligibleSignalStatus(cur.status))retur
6541,qrisRef,transaction,'pending/'+globalMatch.pendingId,.transaction(function(cur){if(!cur||String(cur.providerTransactionId)!==id||String(cur.status)!=='MATCHED'||cur.finalizedTransactionId)retur
6549,qrisRef,transaction,'signals/'+id,.transaction(function(cur){if(!cur||cur.matchedTransactionId||String(cur.status)==='CONFIRMED'||!Core.eligibleSignalStatus(cur.status))retur
6554,qrisRef,transaction,'signals/'+id,.transaction(function(cur){if(!cur||cur.matchedTransactionId||String(cur.status)==='CONFIRMED'||!Core.eligibleSignalStatus(cur.status))retur
6575,qrisRef,transaction,'pending/'+p.pendingId,.transaction(function(cur){if(!cur||String(cur.status)!=='MATCHED'||String(cur.providerTransactionId)!==String(p.providerTransactionId)||cur
6582,qrisRef,update,'pending/'+p.pendingId,".update({status:'MATCHED',finalizingAt:null,finalizingBy:null});throw new Error('Transaksi belum terbentuk. Pending dikembalikan untuk dicob"
6583,db.ref,update,QRIS_DB_PATH,".update(u);signals[p.providerTransactionId]=Object.assign({},signals[p.providerTransactionId]||{},{status:'CONFIRMED',confirmedAt:now(),conf"
6592,db.ref,update,QRIS_DB_PATH,".update(u);if(p.providerTransactionId)ensureQrisEvent(p.providerTransactionId,'QRIS_CONFIRMED',{amount:p.amount,pendingId:p.pendingId,transa"
6611,db.ref,update,QRIS_DB_PATH,".update(u);showToast(kind==='READ'?'QRIS ditandai dibaca.':kind==='ARCHIVE'?'QRIS dipindahkan ke Riwayat.':'QRIS dihapus dari tampilan.','su"
6619,qrisRef,transaction,'signals/'+providerId,".transaction(function(cur){if(!cur||cur.matchedTransactionId||['MATCHED','CONFIRMED'].includes(String(cur.status||'')))return;cur.resolution"
6646,db.ref,update,DB_PATH,".update(u);rows.forEach(x=>{x.readBy=x.readBy||{};x.readBy[rk]=true});showToast(rows.length+' notifikasi dipindahkan ke Riwayat.','success')"
6664,db.ref,update,QRIS_DB_PATH,".update(u);closeModalHapusGranular();showToast(qs.length+' evidence QRIS dismissed dihapus permanen.','warning')}catch(e){sjSaveError('QRIS_"
6664,qrisRef,once,'signals/'+id,".once('value'),sig=snap.val();var elig=Core.qrisPermanentDeleteEligibility(sig);if(!elig.ok)throw new Error('QRIS '+id+' tidak lagi eligible"
6668,qrisRef,,'events',".orderByChild('ts').startAt(since);inboxRef=currentUid()?qrisRef('inboxState/'+currentUid()):null;signalRef.on('value',onSignals,function(e)"
6668,qrisRef,,'inboxState/'+currentUid(),":null;signalRef.on('value',onSignals,function(e){sjSaveError('QRIS_SIGNAL_LISTENER',e)});pendingRef.on('value',function(sn){onPending(sn);se"
6668,qrisRef,,'pending',.orderByChild('createdAt').startAt(since);eventRef=qrisRef('events').orderByChild('ts').startAt(since);inboxRef=currentUid()?qrisRef('inboxS
6668,qrisRef,,'signals',.orderByChild('firstSeenAt').startAt(since);pendingRef=qrisRef('pending').orderByChild('createdAt').startAt(since);eventRef=qrisRef('events'
6682,qrisRef,update,'pending/'+p.pendingId,".update({status:'MANUAL_FINALIZED',finalizedTransactionId:keys[0],finalizedAt:firebase.database.ServerValue.TIMESTAMP});activePendingId=''}}"
6724,db.ref,set,DB_PATH+'/global/inventory/'+obj.id,".set(0);clsModal('modal-add-menu');showToast('Produk disimpan.','success');audit('PRODUCT_CODE_CREATE',n+' • '+(sku||'-')+' • '+(barcode||'-"
6725,db.ref,set,DB_PATH+'/global/inventory/'+updated.id,".set(0);clsModal('modal-edit-master');showToast('Produk diperbarui.','success');audit('PRODUCT_CODE_EDIT',n+' • '+(sku||'-')+' • '+(barcode|"
6793,db.ref,set,DB_PATH+'/global/settings/pricing',".set(st),8000,'PRICING_SETTINGS_TIMEOUT');cloudData.global.settings=cloudData.global.settings||{};cloudData.global.settings.pricing=st;showT"
7205,db.ref,,INV_PATH+'/'+path,";refs.push(r);r.on('value',function(sn){apply(sn.val()||{});refreshInitialUi()},function(e){sjSaveError('COST_LISTENER_'+path,e)})} async fu"
7209,db.ref,once,INV_PATH+'/balances/ingredients/'+id,".once('value'),b=sn.val()||{};     return Math.max(0,n(b.outlet))+Math.max(0,n(b.warehouse));   }   var pair=await Promise.all([db.ref(DB_PA"
7212,db.ref,once,DB_PATH+'/global/inventory/'+id,".once('value'),db.ref(INV_PATH+'/productWarehouse/'+id).once('value')]);   return Math.max(0,n(pair[0].val()))+Math.max(0,n(pair[1].val()));"
7212,db.ref,once,INV_PATH+'/productWarehouse/'+id,".once('value')]);   return Math.max(0,n(pair[0].val()))+Math.max(0,n(pair[1].val())); } function allCostChoices(){   var out=[];   Object.ke"
7244,db.ref,,INV_PATH+'/costs/'+bucket(type)+'/'+id,",sn=await sjTimeout(ref.once('value'),8000,'COST_INITIAL_READ_TIMEOUT'),current=sn.val()||{};   if(current.source==='PURCHASE'||current.last"
7249,db.ref,update,DB_PATH,".update(u),10000,'COST_INITIAL_WRITE_TIMEOUT');return u } async function saveInitialFromUi(){var x=selectedInitial(),inp=document.getElement"
7328,db.ref,once,INV+'/purchases/'+purchaseId,".once('value'),p=ps.val()||{};if(p.status!=='COMMITTED')return false;   var paths=[db.ref(INV+'/costs/'+bucket(p.itemType)+'/'+p.itemId).onc"
7329,db.ref,once,DB_PATH+'/'+p.shift+'/opex/'+p.expenseRef,".once('value')],sn=await Promise.all(paths),cost=sn[0].val()||{},movement=sn[1].val()||{},expense=sn[2].val()||{};   return String(cost.last"
7329,db.ref,once,INV+'/costs/'+bucket(p.itemType)+'/'+p.itemId,".once('value'),db.ref(INV+'/movements/'+p.movementRef).once('value'),db.ref(DB_PATH+'/'+p.shift+'/opex/'+p.expenseRef).once('value')],sn=awa"
7329,db.ref,once,INV+'/movements/'+p.movementRef,".once('value'),db.ref(DB_PATH+'/'+p.shift+'/opex/'+p.expenseRef).once('value')],sn=await Promise.all(paths),cost=sn[0].val()||{},movement=sn"
7333,db.ref,once,INV+'/purchases/'+purchaseId,".once('value'),p=ps.val();if(!p)throw Object.assign(new Error('PURCHASE_NOT_FOUND'),{code:'PURCHASE_NOT_FOUND'});if(p.inventoryApplied)retur"
7334,db.ref,once,DB_PATH+'/global/inventory/'+p.itemId,".once('value');capturedOutlet=Math.max(0,n(os.val()))}   /* SJ-CP-F03-04-TRANSACTION-CACHE-FALLBACK-0.1.0 */   var tx=await sjTimeout(db.ref"
7336,db.ref,transaction,INV,.transaction(function(root){     root=obj(root);root.purchases=obj(root.purchases);var pr=obj(root.purchases[purchaseId]);if(!pr.id)pr=Objec
7349,db.ref,once,INV+'/purchases/'+purchaseId,".once('value')).val()||{};if(after.inventoryApplied)return after;throw Object.assign(new Error('PURCHASE_INVENTORY_NOT_COMMITTED'),{code:'PU"
7353,db.ref,once,INV+'/purchases/'+purchaseId,".once('value'),p=ps.val();if(!p)throw new Error('PURCHASE_NOT_FOUND');if(p.expenseApplied)return p;if(!p.inventoryApplied)throw new Error('P"
7356,db.ref,once,DB_PATH+'/'+p.shift+'/opex/'+p.expenseRef,".once('value'),row=es.val()||{};if(String(row.purchaseRef||'')!==String(purchaseId))throw e}   return (await db.ref(INV+'/purchases/'+purcha"
7356,db.ref,update,DB_PATH,".update(u),15000,'PURCHASE_EXPENSE_TIMEOUT')}catch(e){var es=await db.ref(DB_PATH+'/'+p.shift+'/opex/'+p.expenseRef).once('value'),row=es.va"
7357,db.ref,once,INV+'/purchases/'+purchaseId,".once('value')).val()||p } async function finalizePurchase(purchaseId){var ref=db.ref(INV+'/purchases/'+purchaseId),sn=await ref.once('value"
7359,db.ref,,INV+'/purchases/'+purchaseId,",sn=await ref.once('value'),p=sn.val();if(!p)throw new Error('PURCHASE_NOT_FOUND');if(p.status==='COMMITTED')return p;if(!p.inventoryApplied"
7361,db.ref,,INV+'/purchases/'+purchaseId,",sn=await ref.once('value'),p=sn.val();if(!p)throw new Error('PURCHASE_NOT_FOUND');if(p.status==='COMMITTED'){if(await verifyPurchaseCommit("
7367,db.ref,transaction,INV+'/purchases/'+purchaseId,".transaction(function(cur){if(cur)return;return row}),10000,'PURCHASE_PREPARE_TIMEOUT');if(!claim.committed)throw new Error('PURCHASE_ID_CON"
7371,db.ref,once,DB_PATH+'/'+activeDate+'/opex/'+key,".once('value'),e=sn.val()||{};if(e.systemLinked===true&&e.purchaseRef)return alert('Pengeluaran ini terhubung ke Pembelian. Koreksi harus di"
7436,db.ref,,INV+'/purchases/'+purchaseId,",sn=await ref.once('value'),p=sn.val();if(!p)throw coded('PURCHASE_NOT_FOUND','PURCHASE_NOT_FOUND');   var status=String(p.status||'PREPARIN"
7460,db.ref,once,INV,".once('value')}catch(e){var why=String(e&&e.code||e&&e.message||e||'UNKNOWN');throw coded('PURCHASE_INVENTORY_ROOT_READ_FAILED: '+why,'PURCH"
7508,db.ref,once,INV+'/costs',".once('value'),7000,'COST_SNAPSHOT_READ_TIMEOUT');costs=sn.val()||costs}catch(e){sjSaveError('COST_SNAPSHOT_READ',e)}   (cart||[]).forEach(f"
7515,db.ref,set,INV+'/costingReservations/'+id,".set(row),10000,'COST_RESERVATION_WRITE_TIMEOUT');return row } function transactionSignature(tx){var raw=Array.isArray(tx&&tx.cartData)?tx.c"
7520,db.ref,,DB_PATH+'/'+res.shift+'/tx/'+txId+'/costing',",tr=await sjTimeout(ref.transaction(function(cur){if(cur)return;return res.costingQuote}),8000,'COST_ATTACH_TIMEOUT');if(!tr.committed){var "
7521,db.ref,update,INV+'/costingReservations/'+res.id,".update({status:'COMMITTED',transactionId:txId,committedAt:sjNowIso(),committedTs:Date.now()});return txId } async function recoverOneReserv"
7523,db.ref,once,DB_PATH+'/'+res.shift+'/tx',".once('value'),m=matchReservationTransaction(res,sn.val()||{});if(m.status==='MATCH'){await attachReservationCosting(res,m.id);return true}a"
7523,db.ref,update,INV+'/costingReservations/'+res.id,".update({status:m.status==='AMBIGUOUS'?'AMBIGUOUS':'PREPARED',candidateIds:m.candidates||[],lastRecoveryAt:sjNowIso(),lastRecoveryTs:Date.no"
7525,db.ref,,INV+'/costingReservations',".orderByChild('createdTs').limitToLast(60).once('value'),rows=sn.val()||{};for(var id of Object.keys(rows)){var r=rows[id]||{};if(!['PREPARE"
7528,db.ref,once,DB_PATH+'/'+activeDate+'/tx',".once('value'),7000,'COST_TX_BEFORE_TIMEOUT')).val()||{};reservation=await createCostingReservation(cartSnapshot,pricingQuote,before)}catch("
7529,db.ref,once,DB_PATH+'/'+reservation.shift+'/tx',".once('value'),7000,'COST_TX_AFTER_TIMEOUT')).val()||{},m=matchReservationTransaction(reservation,after);if(m.status==='MATCH')await attachR"
7529,db.ref,update,INV+'/costingReservations/'+reservation.id,".update({status:'ABORTED',abortReason:'POS_TRANSACTION_NOT_FOUND',updatedAt:sjNowIso(),updatedTs:Date.now()})}catch(e){sjSaveError('COST_ATT"
7529,db.ref,update,INV+'/costingReservations/'+reservation.id,".update({status:'AMBIGUOUS',candidateIds:m.candidates||[],updatedAt:sjNowIso(),updatedTs:Date.now()});else await db.ref(INV+'/costingReserva"
7678,db.ref,once,DB_PATH+'/'+shift+'/tx',".once('value'),8000,'REFUND_COST_TX_READ_TIMEOUT'),rows=sn.val()||{},needle=String(refund.originalTxId||'');   if(rows[needle])return{key:ne"
7684,db.ref,,DB_PATH+'/global/refunds/'+refundId+'/costing',";   var tr=await sjTimeout(ref.transaction(function(cur){if(cur)return;return costing}),8000,'REFUND_COST_WRITE_TIMEOUT');   if(tr.committed"
7690,db.ref,,DB_PATH+'/'+found.shift+'/tx/'+found.key,;   var tr=await sjTimeout(txRef.transaction(function(cur){     if(!cur)return;     var applied=obj(cur.refundCostingApplied);if(applied[ref
7724,db.ref,,DB_PATH+'/global/refunds',".orderByChild('ts').limitToLast(80).once('value'),rows=sn.val()||{};     for(var id of Object.keys(rows)){       var refund=rows[id]||{};if("
8060,db.ref,,DB_PATH,".orderByKey().startAt(from).endAt(to+'\uf8ff').once('value'),remote=snap.val()||{};keys.forEach(function(k){if(remote[k])merged[k]=remote[k]"
8075,db.ref,once,DB_PATH+'/global/inventoryV2/movements/'+ref,".once('value').then(function(sn){var v=sn.val();return v?Object.assign({_key:ref},v):null}).catch(function(){return null})}));   fetched.for"
9143,db.ref,once,'segeranjiwa_qris_beta_v1/pending/'+id,".once('value'),row=snap&&snap.val? snap.val():null;return Number(row&&row.expiresAt)||Date.now()+20*60*1000}catch(_){return Date.now()+20*60"
